name,build,mode,traffic_kind,pkt_size,status,sent_pps,sent_total,captured_total,captured_pps,kdrop_total,kdrop_pct,ifdrop,missed,emitted,syslog_sent,syslog_fail,syslog_delivered,streamed,sessions_final,loss_pct_total,rss_max_kb,cpu_capture_pct,cpu_main_pct,cpu_stats_pct,ctxsw_per_s,syscalls_per_pkt,ipc,exit_latency_ms,exit_code,killed,softnet_dropped_delta,softnet_squeezed_delta,br0_rx_pkts_delta,packet_socket_drops,window_secs,telemetry_samples_win,offered_pps_win,captured_win,kdrop_win,kdrop_pct_win,cpu_total_pct,perf_cpus_utilized,perf_stat_secs,perf_stat_window_pkts,perf_syscalls,perf_syscalls_write,perf_syscalls_getsockopt,perf_ctxsw_per_s,sent_datagrams,frames_per_datagram,bridge_in_pkts_total,br0_rx_pkts_total,gens_in_pkts_total,gens_out_pkts_total,sink_in_pkts_total,sink_out_pkts_total,veth_dropped_total,seen_pct,sent_vs_bridge_pct,syslog_delivery_pct,syslog_rcvbuf_errors,syslog_in_errors,host_loadavg1_max,kdrop_source
A9-raw-pktgen64-8cpu-max,raw,quiet,pktgen,64,ok,2854343,86922240,12846013,416352.8,74076227,85.2213,0,0,0,0,0,,0,4,85.2213,649020,99.88,0.0,0.0,32.6,1.01529,1.332,839,0,False,0,0,79932777,74076227,29.138,29,2854851.3,11667454,68334044,85.416,99.91,0.999,10.001396411,3869525,3928698,3927739,959,22.4,,,86922240,86922240,86922240,0,86922240,0,0,100.0,100.0,,,,9.83,PACKET_STATISTICS tp_drops (== ss sk_drops)
B9-raw-syslog-1m,raw,syslog,pktgen,64,ok,999944,30377040,4666225,148696.8,25710815,84.639,0,0,0,4666225,0,4666225,0,0,84.639,2148,99.9,0.0,0.0,90.0,,,1002,0,False,0,0,28000325,25710815,29.087,29,999689.6,4167377,23849923,85.1257,99.86,,,,,,,,,,30377040,30377040,30377040,0,30377040,0,0,100.0,100.0,100.0,0,0,9.44,PACKET_STATISTICS tp_drops (== ss sk_drops)
